	S0	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19
A400	895.1469631232018	895.7027952192316	897.4864706772047	888.6144786889301	897.6617559342112	892.7848825567397	895.0195078066499	892.5294877135135	895.2799182031179	889.374268501973	894.3502914091206	889.3412252812825	888.8074614913617	898.9616992555143	889.8294842822073	889.9335832806912	892.341203336233	898.1565876226829	891.2527751573964	893.419783738717
A401	882.2808224326948	880.2605425773961	880.9965676308896	879.6023885189849	881.7231422255409	879.4000266059784	879.1527320948164	879.1787890762447	880.6211350135391	879.4783871029554	879.9414116837186	878.2993852911973	881.4757987130589	881.4939213285417	881.4867843965668	880.6071570036169	878.4061081162316	878.701987456934	881.9736215998147	880.3660670465825
A402	894.6190976472393	889.9384017279967	889.2364286347827	893.2434418206335	888.5959635489339	891.5950209278001	893.5670866718332	889.3176771796186	886.1121694835352	889.1971984850215	897.21133228973	887.083019280719	890.9779712786925	896.4989019381628	893.6356902605421	894.7429428903498	891.4763689735364	892.8890838684706	887.1069428908448	888.8092626959834
A403	1091.2002496101163	1081.7137090050487	1074.680827695315	1101.0516903265543	1078.5223429095242	1085.168563660928	1081.0631484804785	1078.312611507694	1071.28767030636	1095.609482010838	1081.6572758694315	1080.8692094484707	1086.1474054402947	1081.1644534945613	1098.097374068601	1072.3680104312202	1076.5971888745155	1082.4390846253245	1089.0727302317312	1075.4803775179448
A404	1084.4327897990577	1076.8785156986016	1087.187592096336	1084.1481926640724	1086.7222966432444	1083.5961743515638	1086.710529773377	1085.5858080291757	1080.8443615688718	1089.0894415018786	1079.753646936044	1080.1098315503089	1087.5020475742979	1085.759761128399	1083.314551340602	1088.1394247835078	1089.9449605962366	1079.0033484404446	1083.993205412554	1087.5038442608156
A405	1029.88642895256	1022.0806035918564	1042.212213611505	1050.0692624874835	1076.9256575101047	1045.2454906146133	1047.1380191891917	1051.7450303250616	1040.9267578209524	1073.039693639404	1074.7472724142951	1063.1933802484225	1069.5770989418697	1063.6419223060805	1102.0090470251046	1056.8143569575502	1034.641304922185	1048.6026909042696	1057.8308830413544	1090.1434001100802
A406	1074.7337269040968	1062.6319801857157	1067.943175132529	1054.1737070429438	1050.9302457087163	1090.6254956113005	1074.4859085968214	1047.9552733126832	1047.1148908128434	1058.1809334751326	1081.0305502229169	1087.6409119623029	1074.4254898185761	1084.7872689757828	1082.4809302069611	1059.521951507106	1097.9907308839215	1078.7418815772803	1083.6791514028894	1063.5183201677144
A407	1088.6530516956857	1071.9328489253799	1087.704355060885	1083.716723792928	1077.7051426751525	1075.7694412760363	1062.556852670549	1077.9599108434115	1093.2817508064866	1073.3074398933404	1071.6114821776691	1066.7880237612362	1087.823493089628	1087.011930830447	1104.331349743806	1075.2730100822575	1089.8319703031514	1072.7906105084435	1079.6631046087268	1067.8305785738435
A408	1089.01664397149	1085.9079908695805	1090.8986374966241	1091.0374923506415	1090.575855699092	1089.3299863746297	1093.1105030055767	1089.2209293753983	1087.8031197949258	1091.6330804361778	1093.0990162112678	1091.3300442882	1089.1510965378372	1092.3802026874746	1094.0348358070273	1094.0044409558705	1095.2210000351652	1091.1600644458126	1093.707127022899	1090.7231182564274
A409	1074.3416799217487	1106.9368871051174	1080.0171461800228	1092.207326292526	1085.0109019279987	1070.2238068263807	1088.6768457815108	1051.6051467052903	1085.2893753210697	1090.4822273655848	1077.1873228153474	1062.558691732204	1094.521684681265	1107.1985736228683	1077.725255797414	1073.4993374513467	1099.685529353962	1090.8236291941062	1095.5317122872948	1062.680438655475
A410	1078.527139915994	1083.6325364961212	1084.8647812039158	1076.2563470071386	1075.9914987085738	1081.8339164120182	1080.8534581617048	1079.5839251209047	1077.1462552174353	1080.744951828214	1082.1725186602998	1084.3805976962385	1077.25792266273	1082.1518355321864	1077.9576709001567	1076.804703501125	1075.5700105753315	1084.9680071179266	1079.9022262755063	1082.9580857278413
A411	1108.189445985335	1050.2967785462286	1102.8010009367472	1078.8076455548103	1053.4329251030103	1087.9633526417642	1082.5041086844033	1116.8640954881507	1089.4222983364164	1088.3847546922366	1115.6210719178362	1054.7695003296876	1078.739610143147	1093.9633319900367	1089.7116176075592	1081.4906584461644	1075.2375073177727	1118.6686878144128	1084.9475390301593	1077.7443435354166
A412	905.2333806611094	906.2964748006257	904.7764579837793	906.2740569728359	909.8495447389722	902.2639192707244	902.3070674364157	904.070195255013	906.4399186690927	903.3875504841268	902.9897959697761	905.2772484792863	903.3573315978448	906.2160998823	900.4959017234587	906.9175817375975	905.5102665698845	906.4202950767515	903.699901529707	905.8340648145345
A413	910.4207760821218	903.1815786807576	833.0456408757284	927.8929289480275	884.273446054142	875.2078956181731	936.9001514256163	948.7630318485324	931.366255107874	908.8087318118918	956.2426285269967	855.3465369735736	931.1897846738862	919.5066592540749	902.2570897439047	930.6230100454608	879.2650361909498	914.8189135641617	905.3559107420562	884.0389823063505
A414	906.5356016425234	893.2992503876796	892.558845392648	909.3975724229526	898.9239162870671	907.4967997781223	889.0430154123746	899.498696422898	900.7636249995537	909.4158315265777	891.2443194421814	901.0970336333328	905.4237336196538	894.708093097273	895.4760812229356	895.2210974280388	898.6825978813789	892.5675705269249	892.6299673271744	901.5317320218651
A415	910.9508280299228	915.4290036222353	913.8135422235192	912.1389464529542	912.1583201303646	912.6904028283569	910.0029686092569	912.6071521662755	912.2873878949398	915.670137629208	913.9130518654744	910.6391664852401	912.522159489058	911.7769569255545	912.7671470593668	913.7976924191471	915.198810449013	912.1127619105752	913.7608993372837	912.3765091715032
A416	914.0036519936962	918.4608971632788	924.0277644758195	930.692650180817	907.5999571871148	925.614426094551	894.6153684619904	902.6553972638027	911.1784812289609	903.5399045069531	915.0279313868807	926.6766310548362	896.9972019549007	915.3469356113437	897.5377752719461	904.5215202398637	914.1344127756628	953.7993631186466	910.1074027680139	918.0770733030032
A417	901.362060883504	892.0424370687156	911.5595337533437	890.4501329760291	884.7969501123329	901.0098975735699	892.926699482651	890.2425255903898	887.5981495824956	903.0925234352264	900.3127014042791	897.9362626172374	886.7360596989124	888.5805193492397	905.0223243136768	896.2239617171366	907.1036769659082	893.898881707142	882.9700283241914	900.9596300053289
A418	919.5708348386216	923.6051552409258	928.3733768382713	920.0339282445772	917.44597188304	916.9912447271192	923.6518926242408	926.0542793352871	922.700919379385	918.5819010979435	918.6107653072198	922.0489108258562	921.7134694877182	918.3554428017958	917.9292323856924	919.98444210865	916.1539440661413	924.2423458458474	920.6640085810301	919.7684918500444
A419	895.8501731369648	898.6607925469007	894.7372511270928	900.6077507046723	899.9930355675093	898.5794178119012	903.5061834011518	900.4838601396145	900.5828236147521	900.4034908571864	897.9635168370088	898.1355019229692	898.4708099618356	899.5142932666179	897.3089713725878	900.8235519787509	896.2616344357975	899.5937226472481	897.047864758907	899.319327788556
A420	924.74714362759	914.0044850620627	925.0056559160048	914.0948850595894	928.0999294735693	923.3757250413584	921.746889696513	915.6715214424667	927.0934934421355	900.8867512248496	922.1203134682354	912.6540499370631	909.1041536013365	921.238581878958	923.3160127701983	891.0604301792592	937.5024111827341	932.9441625371092	909.4481258954615	937.451885406358
A421	947.5513008885482	955.7486498632248	949.6615395405502	951.3010351253301	952.0588268332307	948.5902595577197	954.913722549846	948.3741341791932	946.7984431936516	945.9486265516668	948.0976540047715	956.2360711883119	948.7084728832455	947.387870340375	949.8561351410251	956.1877715834447	951.316510042509	950.2344534437991	957.3945622859713	946.8556499347752
A422	936.3470002219033	954.6814598017108	945.040728407291	944.0668416589453	954.2496323127025	960.4082126322667	946.0557554459573	953.665693402003	953.0920601090279	948.23846937452	961.7844319178598	943.8284351751302	944.6060456135958	952.6464087138461	953.6626790475855	937.7618985295481	946.9550745600502	943.731835655951	947.5544049691786	949.0906033155956
A423	953.3687772863525	965.4757771784132	976.0190217126054	978.5423924212494	960.7038874516685	969.5385740304114	977.6647516239192	959.8283375469813	965.2454921950244	968.3884304322229	964.8835924458964	960.4387989108254	966.9787414006007	961.7523556701334	964.4017918602602	965.4310946328023	958.9434919508852	961.2359300088996	958.252591671252	957.3779562822925
A424	941.2511080152738	934.0461181632236	954.3508120857884	950.5710465601383	919.686011080576	952.8622533087843	965.1207177032726	930.3436747777786	917.8122007763783	959.9506316533569	944.8631671564035	925.7109910046605	948.6363135833199	972.9920440724848	973.7208392930811	944.663853228239	967.2366403834387	960.2277781959225	916.8133381075777	945.151145796191
A425	946.8941924246132	940.6186167202704	954.9549663080998	937.9021486440871	936.7763293933311	946.2128883282437	920.3466392006316	942.3293823908243	960.9570004415613	945.1559639089846	945.1331617765358	948.9085264313326	936.4486652925294	970.1639298983656	952.6325791161136	939.2832959033399	933.1450484358636	939.0157113131063	940.6186164008371	955.426685494517
A426	951.1817507359641	942.7615727464466	955.4098381165422	954.1942031463475	946.6764525433696	945.2407962224434	949.2168996896273	963.0266386486654	938.5838796033852	942.2719366998483	936.4908982607916	937.612007260611	944.3044686740751	939.6078556307348	944.4715421700404	950.4190786230366	944.3179036295073	958.4225562875472	944.3954934678422	946.7843271430122
A427	940.1237305896987	948.2145208315775	944.8955200140643	942.9075123076387	947.7066201930893	947.0025335928384	948.88568606147	948.1838693784827	945.3938763616706	945.5006087859641	951.4052646185366	948.7714004055542	947.7040828667898	937.3649488942748	953.3894348045441	948.893122229177	944.4996404147096	943.250496792196	943.4330417384725	946.3549064704408
A428	957.7324526030297	938.247734240732	971.762377039521	962.7781168693223	966.4530354150726	948.1855466250312	980.3807811726066	948.527753993271	958.1588259512457	948.6076987114342	960.5197524858493	959.2667465666667	922.9188569608132	957.6145016780728	980.0883712039794	953.32173873317	954.3493345306853	944.1302046934272	963.1308969211707	945.600132527708
A429	1021.6506909293131	1020.1098702053796	1021.4343253890545	1018.9823283747443	1026.2543272156408	1018.63855295509	1022.7228390342253	1021.8683052381168	1025.674021532425	1024.4359783572354	1021.7980072236725	1024.2146069529203	1020.7299162135529	1020.4055831941015	1021.1699792110164	1021.7786877238796	1022.2583277652647	1024.9493873970134	1022.8878589975413	1019.6599905487271
A430	1025.9080422636594	1027.103230461541	1035.3248551794707	1036.991160114266	1022.0710019659941	1040.7764251168521	1024.6006581470197	1047.3018788647535	1034.2089803087495	1044.2284266860322	1021.5344832581516	1033.4139872892645	1022.8105145093882	1032.1497981670107	1024.6748125750241	1041.1565960267737	1029.5121680860107	1040.0464267255281	1040.925274871108	1016.8228887806861
A431	996.3553411885929	994.574297171655	999.899550889646	994.3659047794702	997.2745619490152	998.2782179838595	997.1263692928218	996.530481200448	997.1268596796002	997.088605459315	996.0702781238949	992.9632097781436	995.6118126153345	997.2570453397402	997.787814101879	997.132672412334	995.7879163576548	995.0396697786398	998.7540291743513	998.1757944622221
A432	1007.0983611009732	1026.488156627743	1030.9023810474341	1001.0693433396323	1014.1841341675657	1018.5585924187016	1033.4713980127162	1025.6683131578848	989.3536570726545	1013.5934854765221	986.5871661906442	1024.225026653327	970.9100772881583	1000.0945110162234	1032.7376016047797	993.3080489834806	987.9027242895295	1033.451738693062	1010.5264596974425	1002.3940878884125
A433	1017.4509037182947	1013.5343126958714	1005.9171308977624	1009.2112385447646	1012.8556649483887	1007.0240520746836	1012.0651151741897	1014.4677923341619	1014.3563025376349	1011.3197960880999	1014.1025956059295	1015.8990992162785	1011.4459000866403	1009.2610529102573	1012.2848971193106	1009.1975424299585	1014.9045459908959	1010.7104605588676	1008.8622914521447	1009.9124566394161
A434	1019.1706380965381	1020.128924551487	1017.7763752150014	1014.2391255294192	1022.6152240370758	1016.1056336413408	1017.1934328418236	1023.1937364827902	1012.1300379596455	1020.5505502654216	1015.9337113956772	1016.3610453536885	1021.765726012789	1015.7849792819006	1018.8568752642876	1019.37637943701	1020.0508365769227	1019.3272438870249	1023.3169169478091	1022.1234103136778
A435	999.3577175683687	1005.7607737678268	1000.6688664443765	1006.5160734553798	1001.4288630467785	1006.1945898171911	1001.1352523583573	996.3816842192136	1009.0261682799025	1002.5816797667463	1003.5868936289079	1002.9044988454665	1015.3677409364266	1005.3581777254306	1002.5810751044745	1000.6192667118034	1000.9389632848364	995.4710908280996	1004.5303081093332	1000.5276640280475
A436	1003.6839389768935	1003.23809240896	1010.6094170306872	1010.5204170940129	1009.1029902174718	1005.8830589345324	1005.1880737012439	1009.0799798204508	1004.7769193419408	1011.7718232812864	1009.427316288349	1011.6513348885537	1003.9920054060602	1009.8309638210764	1006.7838706874983	1008.0963294728723	1007.4632294584834	1015.1200020151505	1009.9298364730936	1001.3101521895477
A437	1002.4833072738843	1012.3574703633051	1006.3239899801687	999.8926675977132	1006.071490763555	1003.5575876993455	1013.7037744876542	1003.5414135302395	1004.0858718884408	1008.145751110914	1008.884143502966	997.5225612066101	999.4819070608146	1007.510891164613	1004.4889029743272	1012.3592477477349	1003.1214208792211	1001.1197558446962	1002.0787716147797	999.8529857600693
A438	939.6795360521903	952.9196994827804	934.1400900210432	959.6052113796027	938.2850718240172	963.5310614164802	946.0326357329822	957.6268116121882	965.7550462487632	956.6508567137481	947.0966672613163	957.0369961200945	963.2737788201118	954.0363515471337	941.5510609587992	964.375804979844	952.7526032124291	952.6433054669097	941.9318749981751	944.8903582200031
A439	968.8509508926396	982.1393014089016	946.8550365935466	961.426715092782	970.0786577919779	979.4345167049764	971.5600326928527	961.9800187815745	980.3512456347856	981.6708549195695	976.4938578062375	963.4340186446668	965.5954186104815	980.8002446041442	982.4380414592086	963.787622206528	971.3792866993188	982.909724799871	985.67200146672	972.450858628907
A440	960.9183260823111	976.2787012255186	966.473809625841	970.552249336959	973.7044386946384	972.5525893553241	964.0918952239036	961.5728113568432	947.3509923939532	966.8877544130657	967.7409339896425	964.9496087116713	963.3537994265865	964.0448726310484	970.2139192206871	977.332684251144	969.4197758032415	958.5130545366658	971.1795635949991	964.7920717204615
A441	964.3171682346451	967.2635868219462	966.4706063587003	965.4829714892982	965.6641543696023	968.6250789109914	965.6241168245525	970.3051769406447	970.3620220352168	965.6267040673744	965.6813436674915	966.1000041181278	963.4629106695519	965.4109830373245	967.0664912159684	962.4586291015586	965.5441341372316	966.4664678864664	965.305948392788	965.9656108412461
A442	962.3248941996836	962.4369725760705	962.617261319398	963.1382138945224	962.7436145698978	962.4604277862717	962.4898288546445	962.8496905945699	962.869160901004	963.527031130916	962.6492197600593	963.02904546293	962.9725573382983	962.4859652764335	963.2359537532599	963.2459026567033	962.7573903034878	963.5940530491258	962.895143228616	962.8122397699469
A443	986.3190190820641	995.1888023007125	974.0602380426994	983.8526117957424	1001.5202736111981	984.653232188082	971.5854797799584	996.1277934427894	967.4979242218924	973.2420311675924	973.3113322184216	976.9026256641743	976.7042759200698	984.1829509992757	993.1183462823542	980.8087425987623	979.0984792957601	993.9090347792195	983.6838041425401	985.1860802072308
A444	974.7824445324816	975.1006758859711	979.5101680452906	981.0475407405469	976.1522284400542	971.6960166134551	967.6796437849018	975.4927506205734	971.7597557779649	968.7244797927626	973.2092334948936	978.6911563439561	980.2915896710682	975.831527686792	978.1376561676876	976.8907643578118	976.0716136047959	976.7341429027206	974.6910679249393	972.3516202669817
A445	975.0375575472776	978.827144894289	979.4858643060815	966.1179650900232	984.1854574668002	969.1342252224152	977.2886249544235	971.7533582287833	973.4112469306908	971.5646355150792	971.2446712775057	975.8346656123252	975.1835012835722	984.5086727708782	972.5403577513166	977.2739113266148	975.7289484377363	987.8980730836433	983.3819294038071	969.6334974177661
A446	984.9352995545927	985.8026762337648	984.6608451714505	985.0173135757743	987.7953194252643	984.0482820641453	985.4017497822474	985.7020197838812	986.1881601054745	984.5811608041877	983.632157485484	984.4564456805414	983.7576778278541	984.8064412312159	983.7380975414843	983.7148514703917	984.9685324841595	985.2112608216831	987.0799170983995	985.4556106658079
A447	974.8834372795704	968.9350941826989	971.0771151710081	970.0783894113282	978.5173505421761	969.8398588441939	961.3568276985333	969.7630162155409	971.9934963127065	974.5375672821549	971.1197280191209	974.8370508646939	972.36378439779	977.6167443005919	966.3065314887764	964.7180536917058	978.8019113967906	970.5898501734819	966.9698086710088	970.613371106586
A448	1189.7171824206523	1189.0149203036794	1194.8345564781184	1178.2890859007018	1192.8819226826677	1172.139942907592	1195.5871011570825	1184.6258883878018	1183.3811855220415	1182.6079518343608	1198.424373332819	1188.8762841723544	1188.1729483156653	1194.5969545159048	1192.9260669499827	1192.2639009556256	1178.9391041860727	1187.5863266917745	1184.3371419048538	1190.1583263702155
A449	1175.3295289313146	1175.792233492049	1179.8496829723358	1173.8627442161426	1179.9613082715427	1174.4470633703825	1176.619357002823	1172.322493651756	1175.2481156400372	1174.0954626927776	1178.5306057288192	1175.6079147379908	1173.1657536946034	1181.576410945142	1178.6563610865746	1177.8775390021444	1182.264605192774	1179.2628602468371	1180.703846379328	1173.1682940110472
A450	1160.9114233221335	1195.1728319346355	1200.633126962714	1201.2697327766277	1179.1656536829976	1192.759129751506	1221.0907078561368	1193.7428713136815	1177.267531423817	1175.7571272494527	1183.3201238578797	1210.1694499275745	1218.0829264870722	1181.142824794759	1206.7750803629876	1203.5339933568762	1202.921638758797	1180.0761176713988	1182.8766032404567	1172.238765952947
A451	1165.911443022924	1193.2131359572688	1177.4130499855728	1169.2978976792438	1175.0972564184995	1180.294687318001	1166.6958611639916	1159.2478906875763	1189.3303037009384	1206.2989842059842	1187.5194844625776	1172.2243025551156	1181.9868576157537	1197.243740634444	1178.0328433376308	1201.2098960997853	1173.7425231268471	1189.9999272204407	1201.15147105978	1198.2782513035497
A452	1193.500543482335	1196.3955737445983	1190.9001599728356	1190.3256853837267	1191.8198421409552	1195.4676736904219	1189.8509357651747	1192.06770683745	1187.2256820076689	1187.4456581781951	1202.3296780225442	1190.3577760492924	1193.039784883002	1185.9525999995208	1185.8250944092981	1190.2149627499834	1191.2185803462692	1197.853030283822	1188.896438704656	1180.8792450705305
A453	1177.0766507521703	1177.0745646654864	1177.0707114916322	1177.0838562798283	1177.0758586834754	1177.0689319794528	1177.086790677209	1177.0825432579854	1177.081398913925	1177.088623274646	1177.0815138234184	1177.0806995160697	1177.0891540589207	1177.0865361530157	1177.0741917056891	1177.076527678624	1177.0755548173433	1177.0860020760053	1177.0799612026487	1177.0898323573028
A454	1186.4018700873364	1170.2195022553112	1180.3141782420896	1179.196160252288	1174.3081360707947	1181.8641901399674	1169.7995704425937	1172.2860895561123	1179.3691095195975	1176.074585001751	1162.9818784918114	1177.1379203418114	1186.6250952858463	1180.672374646248	1176.23380363564	1172.3524686886665	1167.0918426277692	1178.0120745203587	1165.2373901138378	1186.5754861882008
A455	1176.5197862689397	1174.33954728133	1176.7337089015996	1166.1363571821757	1173.4194213440364	1164.3380689806183	1182.1606657819787	1157.140009124362	1174.8275770743464	1172.8755679366773	1183.1386481304137	1165.5141107806412	1186.318280371644	1176.348297822917	1167.4363181491806	1158.9150801551204	1169.5181405566489	1162.479584254842	1165.972598300598	1167.1283719964406
A456	1177.518388455336	1160.0727775766202	1166.8504650374366	1182.5169679832377	1166.9115893676762	1171.2390994625898	1167.5385491374816	1166.0181701601311	1175.7413269733208	1171.6230940395494	1173.6216690016513	1170.6394561963837	1174.877689100199	1177.800331426514	1162.827095178713	1178.436420995061	1173.6259529607084	1168.8498286356166	1171.0814931002774	1171.0369373775095
A457	995.3323397845046	994.7708009803263	996.2442412668661	995.5758709831282	996.0998562396736	996.6694066965022	996.0583312780745	996.6878875955764	995.9932108923495	994.7109187567048	994.742047411605	995.479806797711	995.6940418026531	994.6007927879849	995.6245767774877	996.0893189242906	996.4132039861815	995.5315279164224	994.8210036641	995.0388916691035
A458	991.7907178549012	984.6707201645901	987.6637508387716	985.7211536234195	986.8018433279842	987.9159679021884	985.2921081089977	984.1531359174662	987.4655570947873	987.4547368098828	986.5476710278144	983.5111286362716	984.0907842615532	982.1384223497945	988.6586939950756	984.8754722610879	986.690574570457	983.8165737040766	991.1090748308544	988.7712509105038
A459	1003.7996205541152	1000.3647926514502	1001.4146032888968	1001.0371785161763	999.7721933695191	1000.5831776151769	1002.0895316984423	1000.7802336500387	1000.2503355571406	1002.4732669939858	1002.4540176720362	1003.0138008741521	1001.6414950587058	1003.3881902550282	1003.5453007714767	1000.1617604184468	1000.9885556732584	1001.6583264200858	1000.1545105446895	1002.0477932200223
A460	983.2866052588121	981.4995594551074	983.9360585467507	977.4407349950067	986.6026341252895	984.5661547825067	979.0709872480911	980.903482844033	980.00578100542	989.7893594133304	987.6791503302703	980.7327927535486	987.2315228401869	985.911877093134	984.7307482410176	988.0322526076576	989.0612341006627	981.8784046359339	984.8279054142425	989.3796078267253
A461	997.0453761824617	997.7409091984302	997.6081470124799	997.9030984828586	997.1028501828933	997.4055446108673	998.1626896156732	998.1419504115223	997.5588789499022	997.6502943109277	997.7752288694122	996.9338817916989	996.7873071290642	998.3965664581511	997.16843691468	997.5866235745265	997.4352932272365	998.0284483897937	997.0478370620023	997.68205447063
A462	995.7286817056893	1000.7066675244722	994.7347301936469	1002.2281336842631	997.4157389573159	989.7659192574608	997.4829178766597	995.2793760565372	992.7795724352894	994.8796029812728	997.9843071242365	996.9839505971597	991.5028199409851	991.2165486777881	996.8285631625369	995.2615527309257	992.3971551711329	999.2145949740153	997.198409592007	990.677024434308
A463	1009.8215325040978	1008.8527627665932	1010.9410272586099	1014.3686391547233	1011.2330711093377	1013.5074980492075	1009.0297170554437	1007.045115729847	1011.5974332548741	1013.7598787163462	1011.3678590325678	1011.7901487276525	1011.931060341723	1011.0519987374199	1012.651640524562	1011.6853723682976	1011.0610094761842	1014.2475090106212	1012.1232528782224	1010.592128395806
A464	1002.0879014603344	993.2378159758124	989.3480853936733	990.4921436100641	996.4472181995596	1002.5570283869821	1012.5605435374291	995.4790941052172	1005.1517766813412	996.8389167222297	996.5023675999807	1004.9774695069705	999.4019572011048	1003.5274592468257	1004.5263692919164	1002.3739933028303	1005.1489828131519	1002.7490651408099	1013.6953703209667	1014.6099170023924
A465	979.430780397943	974.2845387822914	978.2657676433256	977.3623070095178	982.3172027359116	975.6057286313339	981.2840038827509	975.1903192867223	976.0498412212488	978.7351949257403	984.3144664758908	974.7927608294401	976.2457878927413	982.607509835919	981.8385117479146	979.4009813995062	980.5830285897603	984.4828070083477	981.2928099847843	976.1912453267873
A466	975.885015531202	997.4067935306024	974.7916701349973	963.746168052078	984.2468917040691	999.9878957272606	987.6321857462755	972.4610924703582	931.1287814802811	1029.3902611364092	985.790751230168	982.7230885439473	1003.7934088847104	988.6358960020128	925.0192879506781	992.3699702794808	979.4228909380898	1005.2196554681523	1045.8483624886157	971.1767917718174
A467	999.5412783397848	991.5371383637695	985.6356591746262	986.909526319873	1004.8643349600152	990.4825603805355	979.6100980268013	999.6652696345209	995.1716325342862	985.9748344023498	981.0827732397503	986.0063744756949	977.5187297392388	979.8499662097565	982.912292206171	988.1860418519485	968.6785415745707	970.0285292648172	983.7455434554446	994.7347682990223
A468	990.773960587218	981.856986704047	946.3378061439973	936.6795016842572	996.005316119875	974.9830493693936	931.2262221386321	973.0974668528821	962.3324804662644	999.1713915029998	960.6228940646179	977.0941948570023	999.6530917073972	980.0921121793983	980.6885970896423	978.6222123462876	941.9391359174842	970.2055003398459	984.5012765658295	964.924319522397
A469	975.9449512843865	976.7299212707019	977.7113585339899	979.5346090706881	980.2435937321899	981.5895927018827	974.3896694568771	980.3598929801783	976.6657431789018	978.7330760606469	975.0807577754626	977.3919249206231	977.8945342164714	979.2105784904256	978.4137989920636	983.3173878516753	979.0463546343871	979.6165692231314	976.5872026578819	981.709566928591
A470	978.3940782519772	977.9259223369264	977.8085106257064	978.4489167521995	978.114934381952	978.1001524590542	978.677933222144	977.6763871844371	977.8035878706585	978.2571257364549	977.6214511915332	978.2375452820318	977.7316431536897	977.643299206734	978.2023641030778	977.5143815275254	978.0449199351052	977.8754932982124	977.7164780174628	978.2766232834672
A471	978.2723157766227	973.0982930312764	977.9303370483227	973.2602831661443	976.3404916805026	973.1526034586726	964.648439390064	985.9812420799964	972.7911779787513	978.542871134611	975.6741550726757	972.4050880749804	972.5440713235131	967.603398069244	973.0966560120837	981.0364942534067	972.7584703196742	963.5609940773123	969.9262802544014	974.8169287011423
A472	989.4277477530068	983.8382503717605	981.8491078305167	988.7778725667424	991.1231542268741	981.5468469881646	989.7424000126656	986.4288789329373	984.7038808370478	988.8058184114974	980.9076390940637	995.2879641393906	985.4310097431444	982.3988958723788	985.2779827513465	983.2929724156237	979.9977621267506	985.163514187097	991.330312203008	984.8132512254534
A473	1008.6562636256866	1008.6708619245132	1011.229280188141	1009.948256102946	1009.2354335054971	1008.9658565552331	1010.4893081965289	1010.4931331197428	1008.4799650451444	1008.0287093384752	1009.3670242506669	1010.2948100369094	1008.1238689592768	1007.6201965916695	1009.5244678119873	1007.9413216564384	1010.2747355321342	1008.905201397364	1008.7536796162319	1008.6091547945564
A474	1018.3958171130264	1021.712568503592	1022.8024289205749	1028.3975032847213	1031.0588452412364	1027.6641020278612	1027.8881922575977	1026.1748549249237	1020.9536284363161	1027.5059422821357	1026.4424003292527	1009.4477664886803	1024.0596516805033	1032.4149169072946	1028.6523708547775	1025.9161436615618	1026.1239854127487	1033.1549474131702	1022.056908247	1035.5913391971374
A475	1013.474854299413	1040.7408109676453	1032.734387567366	1022.5630971166306	1020.9949974456961	1043.0203521705964	1046.5251520113814	1035.9647210171481	1022.663094790381	1045.3637159107464	1038.5413760644003	1035.508932513347	1037.2698969928695	1027.0374357196831	1025.2889860615012	1044.9967553925098	1014.4740518054331	1039.3503533414894	1031.8079671978107	1039.9422299467562
A476	985.4323344458732	1000.2723629157971	974.0756178465585	989.5822753468278	979.2609680740127	1003.4417784533752	1007.7919083925029	996.1871144932724	1004.2499148903179	1003.8650107301991	1004.1714865846093	1007.1935791367184	999.3024512581535	997.8095877951613	1013.9178753011375	984.4776285665498	977.9204749090056	984.3913444170779	982.4207265694241	1002.8523769100838
A477	1014.8235535892182	1028.3802888415987	1006.4261831397971	1010.6068118627262	1015.1845082812574	1022.906912044842	1019.3401232666569	1019.6837421426969	1009.2748029298891	1012.1447860600645	1010.2921279162055	1016.6660873380781	1001.0636022560329	1009.3693914762347	1012.0375478114065	1008.2549631299233	1019.4386649095615	1000.8289521658604	1027.4530415257077	996.7120570126827
A478	1003.8901073160157	1001.2506968743473	1003.890745067369	1005.6215427450926	1003.6016703510348	1007.0751964813882	1004.8391436396855	1009.1180553643792	1001.2678763267407	1007.1805083473082	1001.9364386806283	1005.5853828177904	1006.2485183851804	999.8642971615127	1003.7541606382846	1003.5320511466664	1005.417232075119	1001.4468677533338	999.8485809942522	1004.2653413751615
A479	1023.6442421572003	996.356415174291	1002.9326942045865	974.1700217580726	1009.4307142145658	990.7736664681428	991.1854686627474	1027.933931576016	1008.4938952927055	1030.7854398068446	1018.0970561702858	1001.9398035227546	969.2268321043572	1007.4957617326221	1000.2747361860936	999.388872553686	1000.5943238972991	1003.4148705763527	992.7228042914005	983.2211464963975
A480	1006.1973815398055	1005.8195791728849	996.8031977814766	985.024210218312	992.6271742668342	991.6613248939184	1012.1570390436417	1008.484890367802	997.6038478543488	991.0848429581616	1010.0634631548568	1005.9313535133172	987.2493848915223	1001.2385359917153	1018.6677783303445	995.992653005199	991.686368243473	999.8445591774649	988.9171680274975	1000.35459465024
A481	1001.9058620451767	1002.1328652010585	1001.0541716620784	1001.37558633815	1001.7637302749963	1001.5877124620159	1002.5788150921315	1002.5622982081031	1001.9693227809564	1001.2967117333969	1001.5231609876973	1001.9523669958816	1001.7919074894818	1001.9482116378927	1002.1809534630409	1001.492256998953	1001.5593086618549	1001.2515345607194	1001.7325220207431	1001.9942035496316
